user,key,keyEvent,Time
rakshith,73,Up,140572578
rakshith,8,Down,140573218
rakshith,8,Up,140573312
rakshith,79,Down,140573500
rakshith,79,Up,140573578
rakshith,32,Down,140573718
rakshith,32,Up,140573812
rakshith,77,Down,140573921
rakshith,77,Up,140574000
rakshith,69,Down,140574062
rakshith,69,Up,140574156
rakshith,69,Down,140574281
rakshith,69,Up,140574328
rakshith,84,Down,140574812
rakshith,84,Up,140574906
rakshith,32,Down,140574968
rakshith,32,Up,140575062
rakshith,89,Down,140575453
rakshith,89,Up,140575531
rakshith,79,Down,140575640
rakshith,79,Up,140575750
rakshith,85,Down,140575812
rakshith,85,Up,140575890
rakshith,13,Down,140576078
rakshith,13,Up,140576156
rakshith,27,Down,140577703
urvi,13,Up,140628390
urvi,85,Down,140629421
urvi,85,Up,140629531
urvi,82,Down,140629562
urvi,82,Up,140629640
urvi,86,Down,140629796
urvi,86,Up,140629859
urvi,73,Down,140629906
urvi,73,Up,140629984
urvi,32,Down,140630250
urvi,32,Up,140630375
urvi,83,Down,140630421
urvi,83,Up,140630515
urvi,72,Down,140630531
urvi,72,Up,140630640
urvi,69,Down,140630703
urvi,69,Up,140630781
urvi,84,Down,140630796
urvi,84,Up,140630859
urvi,72,Down,140631000
urvi,72,Up,140631062
urvi,32,Down,140631328
urvi,32,Up,140631437
urvi,73,Down,140631890
urvi,73,Up,140632015
urvi,83,Down,140632031
urvi,83,Up,140632140
urvi,32,Down,140632171
urvi,32,Up,140632265
urvi,72,Down,140632359
urvi,72,Up,140632437
urvi,69,Down,140632453
urvi,69,Up,140632578
urvi,82,Down,140632593
urvi,82,Up,140632687
urvi,69,Down,140632718
urvi,32,Down,140632843
urvi,69,Up,140632859
urvi,32,Up,140632937
urvi,84,Down,140633031
urvi,84,Up,140633093
urvi,79,Down,140633140
urvi,79,Up,140633218
urvi,32,Down,140633343
urvi,32,Up,140633421
urvi,72,Down,140633531
urvi,72,Up,140633625
urvi,69,Down,140633734
urvi,69,Up,140633828
urvi,75,Down,140634250
urvi,75,Up,140634359
urvi,79,Down,140634437
urvi,79,Up,140634531
urvi,32,Down,140634734
urvi,32,Up,140634812
urvi,89,Down,140635296
urvi,79,Down,140635390
urvi,89,Up,140635390
urvi,79,Up,140635500
urvi,85,Down,140635562
urvi,85,Up,140635656
urvi,32,Down,140636140
urvi,32,Up,140636265
urvi,13,Down,140636937
urvi,13,Up,140637015
urvi,49,Down,140639718
urvi,49,Up,140639828
urvi,57,Down,140639859
urvi,57,Up,140639953
urvi,52,Down,140640109
urvi,52,Up,140640187
urvi,55,Down,140640234
urvi,55,Up,140640265
urvi,51,Down,140640375
urvi,50,Down,140640390
urvi,56,Down,140640500
urvi,51,Up,140640515
urvi,50,Up,140640546
urvi,53,Down,140640546
urvi,53,Up,140640625
urvi,50,Down,140640640
urvi,56,Up,140640640
urvi,51,Down,140640671
urvi,48,Down,140640671
urvi,55,Down,140640703
urvi,48,Up,140640812
urvi,51,Up,140640812
urvi,55,Up,140640843
urvi,50,Up,140641000
urvi,56,Down,140641046
urvi,50,Down,140641093
urvi,52,Down,140641187
urvi,56,Up,140641187
urvi,51,Down,140641187
urvi,51,Up,140641265
urvi,51,Down,140641281
urvi,52,Up,140641281
urvi,51,Up,140641312
urvi,53,Down,140641312
urvi,56,Down,140641312
urvi,50,Up,140641312
urvi,51,Down,140641375
urvi,53,Up,140641390
urvi,52,Down,140641390
urvi,52,Up,140641562
urvi,53,Down,140641578
urvi,56,Up,140641593
urvi,55,Down,140641593
urvi,53,Up,140641625
urvi,48,Down,140641640
urvi,55,Up,140641656
urvi,52,Down,140641687
urvi,56,Down,140641703
urvi,48,Up,140641734
urvi,56,Up,140641781
urvi,52,Up,140641828
urvi,55,Down,140641828
urvi,48,Down,140641828
urvi,51,Up,140641828
urvi,53,Down,140641828
urvi,55,Up,140641875
urvi,56,Down,140641890
urvi,53,Up,140641906
urvi,51,Down,140641906
urvi,56,Up,140641937
urvi,52,Down,140641937
urvi,55,Down,140641953
urvi,48,Up,140642078
urvi,52,Up,140642078
urvi,51,Up,140642109
urvi,53,Down,140642109
urvi,56,Down,140642109
urvi,49,Down,140642125
urvi,53,Up,140642125
urvi,56,Up,140642140
urvi,51,Down,140642187
urvi,48,Down,140642218
urvi,52,Down,140642218
urvi,55,Up,140642234
urvi,52,Up,140642328
urvi,51,Up,140642343
urvi,53,Down,140642343
urvi,53,Up,140642390
urvi,51,Down,140642390
urvi,52,Down,140642406
urvi,56,Down,140642406
urvi,49,Up,140642437
urvi,48,Up,140642453
urvi,51,Up,140642484
urvi,56,Up,140642515
urvi,52,Up,140642546
urvi,48,Down,140642562
urvi,53,Down,140642578
urvi,56,Down,140642578
urvi,48,Up,140642609
urvi,56,Up,140642703
urvi,53,Up,140642750
urvi,27,Down,140643312
aditya,13,Up,140911468
aditya,67,Down,140913265
aditya,74,Down,140913328
aditya,79,Down,140913343
aditya,65,Down,140913359
aditya,83,Down,140913375
aditya,67,Up,140913390
aditya,80,Down,140913421
aditya,68,Down,140913437
aditya,74,Up,140913468
aditya,79,Up,140913484
aditya,74,Down,140913500
aditya,65,Up,140913531
aditya,68,Up,140913546
aditya,80,Up,140913546
aditya,83,Up,140913578
aditya,74,Up,140913609
aditya,66,Down,140913625
aditya,70,Down,140913625
aditya,86,Down,140913625
aditya,80,Down,140913625
aditya,86,Up,140913640
aditya,70,Up,140913640
aditya,73,Down,140913656
aditya,81,Down,140913671
aditya,66,Up,140913687
aditya,87,Down,140913687
aditya,72,Down,140913687
aditya,80,Up,140913703
aditya,81,Up,140913734
aditya,82,Down,140913734
aditya,72,Up,140913812
aditya,87,Up,140913828
aditya,73,Up,140913843
aditya,82,Up,140913859
aditya,80,Down,140913875
aditya,71,Down,140913875
aditya,73,Down,140913890
aditya,71,Up,140913906
aditya,73,Up,140913921
aditya,83,Down,140913984
aditya,68,Down,140914031
aditya,86,Down,140914046
aditya,74,Down,140914062
aditya,80,Up,140914093
aditya,83,Up,140914109
aditya,68,Up,140914125
aditya,86,Up,140914156
aditya,74,Up,140914171
aditya,78,Down,140914203
aditya,83,Down,140914218
aditya,68,Down,140914265
aditya,75,Down,140914281
aditya,86,Down,140914296
aditya,68,Up,140914359
aditya,83,Up,140914375
aditya,75,Up,140914390
aditya,0,Down,140914421
aditya,86,Up,140914453
aditya,76,Down,140914453
aditya,78,Up,140914468
aditya,0,Up,140914515
aditya,65,Down,140914546
aditya,0,Down,140914546
aditya,86,Down,140914562
aditya,77,Down,140914578
aditya,65,Up,140914640
aditya,77,Up,140914703
aditya,76,Up,140914718
aditya,78,Down,140914718
aditya,0,Up,140914734
aditya,86,Up,140914750
aditya,83,Down,140914781
aditya,78,Up,140914781
aditya,68,Down,140914796
aditya,86,Down,140914812
aditya,75,Down,140914812
aditya,75,Up,140914843
aditya,68,Up,140914875
aditya,66,Down,140914875
aditya,80,Down,140914890
aditya,83,Up,140914890
aditya,83,Down,140914906
aditya,86,Up,140914953
aditya,73,Down,140914968
aditya,66,Up,140914968
aditya,74,Down,140915000
aditya,80,Up,140915015
aditya,66,Down,140915046
aditya,74,Up,140915062
aditya,71,Down,140915078
aditya,83,Up,140915078
aditya,73,Up,140915109
aditya,80,Down,140915109
aditya,86,Down,140915140
aditya,86,Up,140915156
aditya,9,Down,140915187
aditya,74,Down,140915187
aditya,66,Up,140915203
aditya,71,Up,140915218
aditya,66,Down,140915250
aditya,87,Down,140915250
aditya,80,Up,140915265
aditya,74,Up,140915312
aditya,9,Up,140915359
aditya,66,Up,140915437
aditya,71,Down,140915437
aditya,87,Up,140915453
aditya,73,Down,140915453
aditya,74,Down,140915453
aditya,9,Down,140915453
aditya,71,Up,140915484
aditya,82,Down,140915562
aditya,87,Down,140915562
aditya,74,Up,140915578
aditya,72,Down,140915609
aditya,73,Up,140915640
aditya,82,Up,140915718
aditya,84,Down,140915734
aditya,87,Up,140915750
aditya,85,Down,140915750
aditya,9,Up,140915765
aditya,72,Up,140915765
aditya,84,Up,140915781
aditya,85,Up,140915859
aditya,65,Down,140915968
aditya,74,Down,140915968
aditya,79,Down,140915968
aditya,70,Down,140916015
aditya,74,Up,140916093
aditya,78,Down,140916109
aditya,80,Down,140916109
aditya,78,Up,140916171
aditya,65,Up,140916203
aditya,70,Up,140916218
aditya,65,Down,140916218
aditya,74,Down,140916234
aditya,83,Down,140916296
aditya,80,Up,140916312
aditya,68,Down,140916312
aditya,65,Up,140916343
aditya,86,Down,140916359
aditya,74,Up,140916375
aditya,79,Up,140916375
aditya,68,Up,140916390
aditya,78,Down,140916390
aditya,80,Down,140916421
aditya,83,Up,140916421
aditya,86,Up,140916437
aditya,74,Down,140916453
aditya,80,Up,140916468
aditya,86,Down,140916546
aditya,68,Down,140916578
aditya,83,Down,140916578
aditya,74,Up,140916578
aditya,83,Up,140916609
aditya,68,Up,140916640
aditya,86,Up,140916687
aditya,75,Down,140916703
aditya,78,Up,140916703
aditya,86,Down,140916812
aditya,75,Up,140916812
aditya,78,Down,140916828
aditya,0,Down,140916859
aditya,86,Up,140916890
aditya,79,Down,140916937
aditya,78,Up,140916953
aditya,0,Up,140917015
aditya,71,Down,140917031
aditya,83,Down,140917031
aditya,74,Down,140917031
aditya,69,Down,140917031
aditya,69,Up,140917046
aditya,83,Up,140917078
aditya,74,Up,140917093
aditya,72,Down,140917109
aditya,80,Down,140917125
aditya,71,Up,140917156
aditya,78,Down,140917156
aditya,78,Up,140917171
aditya,72,Up,140917187
aditya,74,Down,140917203
aditya,80,Up,140917203
aditya,71,Down,140917250
aditya,69,Down,140917265
aditya,79,Up,140917281
aditya,69,Up,140917296
aditya,78,Down,140917296
aditya,74,Up,140917328
aditya,0,Down,140917359
aditya,71,Up,140917375
aditya,75,Down,140917421
aditya,78,Up,140917421
aditya,83,Down,140917453
aditya,74,Down,140917453
aditya,75,Up,140917468
aditya,74,Up,140917468
aditya,71,Down,140917500
aditya,83,Up,140917500
aditya,78,Down,140917515
aditya,86,Down,140917531
aditya,59,Down,140917546
aditya,86,Up,140917562
aditya,78,Up,140917578
aditya,71,Up,140917609
aditya,74,Down,140917609
aditya,79,Down,140917609
aditya,74,Up,140917625
aditya,83,Down,140917640
aditya,78,Down,140917640
aditya,0,Up,140917656
aditya,71,Down,140917656
aditya,59,Up,140917671
aditya,83,Up,140917718
aditya,74,Down,140917734
aditya,69,Down,140917734
aditya,71,Up,140917734
aditya,87,Down,140917734
aditya,78,Up,140917750
aditya,69,Up,140917781
aditya,87,Up,140917796
aditya,79,Up,140917812
aditya,74,Up,140917828
aditya,27,Down,140918296
urvi,13,Up,181820281
urvi,84,Down,181821375
urvi,84,Up,181821468
urvi,69,Down,181821578
urvi,69,Up,181821687
urvi,83,Down,181821812
urvi,83,Up,181821921
urvi,84,Down,181822015
urvi,84,Up,181822109
urvi,73,Down,181822937
urvi,73,Up,181823046
urvi,78,Down,181823156
urvi,78,Up,181823265
urvi,71,Down,181823312
urvi,71,Up,181823421
urvi,49,Down,181823812
urvi,49,Up,181823968
urvi,50,Down,181824046
urvi,50,Up,181824171
urvi,51,Down,181824265
urvi,51,Up,181824375
urvi,27,Down,181825937
urvi,13,Up,182086843
urvi,84,Down,182088140
urvi,84,Up,182088218
urvi,69,Down,182090078
urvi,69,Up,182090187
urvi,83,Down,182090296
urvi,83,Up,182090359
urvi,84,Down,182090468
urvi,84,Up,182090562
urvi,73,Down,182091062
urvi,73,Up,182091171
urvi,78,Down,182091265
urvi,78,Up,182091359
urvi,71,Down,182091406
urvi,71,Up,182091500
urvi,27,Down,182092156
megha,13,Up,182325000
megha,72,Down,182326140
megha,72,Up,182326234
megha,69,Down,182326359
megha,69,Up,182326453
megha,76,Down,182326875
megha,76,Up,182327000
megha,76,Down,182327093
megha,76,Up,182327187
megha,79,Down,182327375
megha,79,Up,182327468
megha,32,Down,182347937
megha,32,Up,182348062
megha,73,Down,182348109
megha,73,Up,182348234
megha,32,Down,182348812
megha,32,Up,182348906
megha,65,Down,182348937
megha,65,Up,182349015
megha,77,Down,182349062
megha,77,Up,182349171
megha,32,Down,182349359
megha,32,Up,182349437
megha,77,Down,182350390
megha,77,Up,182350515
megha,69,Down,182350656
megha,69,Up,182350750
megha,71,Down,182350828
megha,71,Up,182350921
megha,72,Down,182351015
megha,72,Up,182351125
megha,65,Down,182351156
megha,65,Up,182351265
megha,27,Down,182358468
megha,13,Up,182574062
megha,72,Down,182576843
megha,72,Up,182576984
megha,69,Down,182577671
megha,69,Up,182577812
megha,76,Down,182579109
megha,76,Up,182579171
megha,76,Down,182579234
megha,76,Up,182579375
megha,79,Down,182579890
megha,79,Up,182580015
megha,13,Down,182580765
megha,13,Up,182580906
megha,27,Down,182582562
urvi,13,Up,184991390
urvi,84,Down,184994765
urvi,84,Up,184994875
urvi,69,Down,184995453
urvi,69,Up,184995562
urvi,83,Down,184995687
urvi,83,Up,184995781
urvi,84,Down,184995859
urvi,84,Up,184995953
urvi,73,Down,184996296
urvi,73,Up,184996421
urvi,77,Down,184996578
urvi,77,Up,184996609
urvi,71,Down,184996921
urvi,71,Up,184997046
urvi,74,Down,184997484
urvi,68,Down,184997562
urvi,74,Up,184997640
urvi,68,Up,184997687
urvi,78,Down,184997687
urvi,78,Up,184997734
urvi,74,Down,184997734
urvi,83,Down,184997765
urvi,68,Down,184997796
urvi,74,Up,184997843
urvi,78,Down,184997859
urvi,83,Up,184997906
urvi,68,Up,184997953
urvi,78,Up,184997953
urvi,74,Down,184998593
urvi,83,Down,184998609
urvi,65,Down,184998687
urvi,68,Down,184998687
urvi,74,Up,184998734
urvi,65,Up,184998750
urvi,78,Down,184998750
urvi,78,Up,184998796
urvi,70,Down,184998812
urvi,68,Up,184998890
urvi,74,Down,184998890
urvi,83,Up,184998921
urvi,70,Up,184999000
urvi,83,Down,184999062
urvi,70,Down,184999171
urvi,83,Up,184999218
urvi,74,Up,184999328
urvi,70,Up,184999343
urvi,74,Down,185000859
urvi,74,Up,185000968
urvi,83,Down,185001000
urvi,74,Down,185001093
urvi,70,Down,185001109
urvi,83,Up,185001187
urvi,74,Up,185001218
urvi,70,Up,185001296
urvi,83,Down,185001296
urvi,65,Down,185001312
urvi,74,Down,185001312
urvi,68,Down,185001359
urvi,65,Up,185001390
urvi,70,Down,185001390
urvi,83,Up,185001406
urvi,74,Up,185001421
urvi,70,Up,185001468
urvi,74,Down,185001515
urvi,68,Up,185001578
urvi,70,Down,185001578
urvi,74,Up,185001593
urvi,68,Down,185001593
urvi,68,Up,185001593
urvi,68,Down,185001593
urvi,70,Up,185001640
urvi,74,Down,185001656
urvi,68,Up,185001718
urvi,74,Up,185001734
urvi,27,Down,185038265
urvi,13,Up,186507953
urvi,65,Down,186511125
urvi,65,Up,186511203
urvi,27,Down,186523468
urvi,13,Up,1651171
urvi,65,Down,1654421
urvi,65,Up,1654546
urvi,0,Down,1657640
urvi,0,Up,1657765
urvi,65,Down,1658125
urvi,65,Up,1658250
urvi,0,Down,1662000
urvi,0,Up,1662109
urvi,65,Down,1662343
urvi,65,Up,1662437
urvi,27,Down,1667859
urvi,13,Up,2282328
urvi,65,Down,2285187
urvi,65,Up,2285312
urvi,27,Down,2289203
urvi,13,Up,4076812
urvi,84,Down,4077859
urvi,84,Up,4077937
urvi,69,Down,4078015
urvi,69,Up,4078109
urvi,83,Down,4078234
urvi,83,Up,4078312
urvi,84,Down,4078375
urvi,84,Up,4078453
urvi,73,Down,4078640
urvi,73,Up,4078734
urvi,78,Down,4078859
urvi,78,Up,4078953
urvi,71,Down,4079046
urvi,71,Up,4079156
urvi,27,Down,4079671
rakshith,13,Up,12207000
rakshith,100,Down,12209765
rakshith,100,Up,12209859
rakshith,97,Down,12209921
rakshith,97,Up,12210031
rakshith,116,Down,12210125
rakshith,116,Up,12210234
rakshith,97,Down,12210234
rakshith,97,Up,12210359
rakshith,27,Down,12213125
rakshith,13,Up,12309500
rakshith,100,Down,12311296
rakshith,100,Up,12311406
rakshith,97,Down,12311437
rakshith,97,Up,12311531
rakshith,116,Down,12311609
rakshith,116,Up,12311703
rakshith,97,Down,12311718
rakshith,97,Up,12311828
rakshith,27,Down,12317562


rakshith,13,Up,13057484
rakshith,49,Down,13058843
rakshith,49,Up,13058921
rakshith,50,Down,13059156
rakshith,50,Up,13059250
rakshith,51,Down,13059500
rakshith,51,Up,13059578
rakshith,52,Down,13060046
rakshith,52,Up,13060156
rakshith,53,Down,13060359
rakshith,53,Up,13060453
rakshith,54,Down,13060625
rakshith,54,Up,13060687
rakshith,55,Down,13060890
rakshith,55,Up,13060968
rakshith,56,Down,13061171
rakshith,56,Up,13061265
rakshith,57,Down,13061468
rakshith,57,Up,13061531
rakshith,27,Down,13063265
rakshith,13,Up,23866734
rakshith,98,Down,23868015
rakshith,98,Up,23868093
rakshith,105,Down,23868734
rakshith,105,Up,23868812
rakshith,111,Down,23869390
rakshith,111,Up,23869468
rakshith,109,Down,23870484
rakshith,109,Up,23870562
rakshith,101,Down,23871000
rakshith,101,Up,23871062
rakshith,114,Down,23871921
rakshith,114,Up,23872000
rakshith,13,Down,23876625
rakshith,13,Up,23876656
rakshith,27,Down,23877531
rakshith,13,Up,23883437
rakshith,98,Down,23884687
rakshith,98,Up,23884765
rakshith,105,Down,23884968
rakshith,105,Up,23885078
rakshith,111,Down,23885218
rakshith,111,Up,23885328
rakshith,109,Down,23885593
rakshith,109,Up,23885687
rakshith,101,Down,23885859
rakshith,101,Up,23885937
rakshith,116,Down,23886406
rakshith,116,Up,23886500
rakshith,114,Down,23887093
rakshith,114,Up,23887171
rakshith,105,Down,23887500
rakshith,105,Up,23887609
rakshith,99,Down,23887859
rakshith,99,Up,23887953
rakshith,115,Down,23888203
rakshith,115,Up,23888265
rakshith,0,Down,23895921
rakshith,0,Up,23896015
rakshith,67,Down,23897437
rakshith,67,Up,23897531
rakshith,83,Down,23898140
rakshith,83,Up,23898234
rakshith,53,Down,23908031
rakshith,53,Up,23908125
rakshith,53,Down,23908750
rakshith,53,Up,23908843
rakshith,57,Down,23909343
rakshith,57,Up,23909437
rakshith,13,Down,23914312
rakshith,13,Up,23914390
rakshith,27,Down,23915953
rakshith,13,Up,23933390
rakshith,98,Down,23935312
rakshith,98,Up,23935406
rakshith,105,Down,23935562
rakshith,105,Up,23935671
rakshith,111,Down,23936062
rakshith,111,Up,23936171
rakshith,109,Down,23936890
rakshith,109,Up,23936968
rakshith,101,Down,23938125
rakshith,101,Up,23938187
rakshith,116,Down,23938875
rakshith,116,Up,23938984
rakshith,114,Down,23939812
rakshith,114,Up,23939890
rakshith,105,Down,23940203
rakshith,105,Up,23940343
rakshith,99,Down,23940687
rakshith,99,Up,23940765
rakshith,115,Down,23941093
rakshith,115,Up,23941203
rakshith,45,Down,23942250
rakshith,45,Up,23942359
rakshith,0,Down,23943625
rakshith,0,Up,23943703
rakshith,67,Down,23944171
rakshith,67,Up,23944296
rakshith,83,Down,23944453
rakshith,83,Up,23944531
rakshith,45,Down,23945156
rakshith,45,Up,23945281
rakshith,53,Down,23948046
rakshith,53,Up,23948140
rakshith,53,Down,23948265
rakshith,53,Up,23948375
rakshith,57,Down,23948875
rakshith,57,Up,23948968
rakshith,13,Down,23951109
rakshith,13,Up,23951187
rakshith,27,Down,23952390
